"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable_Size"	"Species"	"Model"	"cluster"	"shade"	"Phyl"	"Lhab"	"Origin"
-1519.351	20	3080.611	3078.702	1.004104	0.4920088	NA	"./Results/Model_Fits/HEI_PIABModel.08a.txt"	"HEI"	"PIAB"	"Model.08a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.452	20	3082.814	3080.905	1.000884	0.4895747	NA	"./Results/Model_Fits/HEI_PIABModel.08b.txt"	"HEI"	"PIAB"	"Model.08b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.936	19	3083.596	3081.872	0.9849179	0.4873423	NA	"./Results/Model_Fits/HEI_PIABModel.08c.txt"	"HEI"	"PIAB"	"Model.08c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1587.577	11	3197.742	3197.154	0.9999715	0.3170187	NA	"./Results/Model_Fits/HEI_PIABModel.09a.txt"	"HEI"	"PIAB"	"Model.09a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1588.457	11	3199.502	3198.914	0.9943241	0.3144205	NA	"./Results/Model_Fits/HEI_PIABModel.09b.txt"	"HEI"	"PIAB"	"Model.09b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1590.053	10	3200.594	3200.106	1.001546	0.3096402	NA	"./Results/Model_Fits/HEI_PIABModel.09c.txt"	"HEI"	"PIAB"	"Model.09c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.326	13	3069.466	3068.651	1.000162	0.487953	NA	"./Results/Model_Fits/HEI_PIABModel.10a.txt"	"HEI"	"PIAB"	"Model.10a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.443	13	3069.699	3068.885	1.004866	0.487375	NA	"./Results/Model_Fits/HEI_PIABModel.10b.txt"	"HEI"	"PIAB"	"Model.10b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.302	12	3067.299	3066.603	1.000993	0.4877219	NA	"./Results/Model_Fits/HEI_PIABModel.10c.txt"	"HEI"	"PIAB"	"Model.10c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1576.173	12	3177.043	3176.347	0.9991544	0.3499879	NA	"./Results/Model_Fits/HEI_PIABModel.11a.txt"	"HEI"	"PIAB"	"Model.11a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1572.845	12	3170.386	3169.69	0.9902791	0.3598002	NA	"./Results/Model_Fits/HEI_PIABModel.11b.txt"	"HEI"	"PIAB"	"Model.11b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1587.35	11	3197.287	3196.699	0.9871069	0.3180023	NA	"./Results/Model_Fits/HEI_PIABModel.11c.txt"	"HEI"	"PIAB"	"Model.11c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1521.783	21	3087.67	3085.566	1.007416	0.4867345	NA	"./Results/Model_Fits/HEI_PIABModel.12a.txt"	"HEI"	"PIAB"	"Model.12a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1519.568	21	3083.241	3081.136	1.004001	0.491545	NA	"./Results/Model_Fits/HEI_PIABModel.12b.txt"	"HEI"	"PIAB"	"Model.12b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1522.647	19	3085.018	3083.294	1.003638	0.4846834	NA	"./Results/Model_Fits/HEI_PIABModel.12c.txt"	"HEI"	"PIAB"	"Model.12c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1516.608	21	3077.321	3075.216	1.003925	0.4980453	NA	"./Results/Model_Fits/HEI_PIABModel.13a.txt"	"HEI"	"PIAB"	"Model.13a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1519.696	21	3083.497	3081.393	0.9951642	0.49277	NA	"./Results/Model_Fits/HEI_PIABModel.13b.txt"	"HEI"	"PIAB"	"Model.13b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.976	19	3081.676	3079.953	1.01017	0.4887321	NA	"./Results/Model_Fits/HEI_PIABModel.13c.txt"	"HEI"	"PIAB"	"Model.13c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.195	21	3084.495	3082.39	0.9983171	0.4910006	NA	"./Results/Model_Fits/HEI_PIABModel.14a.txt"	"HEI"	"PIAB"	"Model.14a"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1523.167	21	3090.439	3088.334	0.9962659	0.4835266	NA	"./Results/Model_Fits/HEI_PIABModel.14b.txt"	"HEI"	"PIAB"	"Model.14b"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-1520.017	19	3079.757	3078.034	0.9906982	0.4905626	NA	"./Results/Model_Fits/HEI_PIABModel.14c.txt"	"HEI"	"PIAB"	"Model.14c"	"cluster1"	"shade1"	"Gym"	"E"	"E"
-4968.477	2	9940.966	9940.954	600.6104	-4.15442	NA	"./Results/Model_Fits/HEI_PIGLModel.01a.txt"	"HEI"	"PIGL"	"Model.01a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3571.546	4	7151.132	7151.091	0.9743233	-0.1951064	NA	"./Results/Model_Fits/HEI_PIGLModel.02a.txt"	"HEI"	"PIGL"	"Model.02a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3520.941	8	7058.03	7057.881	0.976174	-0.07783857	NA	"./Results/Model_Fits/HEI_PIGLModel.03a.txt"	"HEI"	"PIGL"	"Model.03a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3470.616	9	6959.417	6959.231	0.9989936	0.0274406	NA	"./Results/Model_Fits/HEI_PIGLModel.04a.txt"	"HEI"	"PIGL"	"Model.04a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3396.224	10	6812.674	6812.447	1.005899	0.1643758	NA	"./Results/Model_Fits/HEI_PIGLModel.05a.txt"	"HEI"	"PIGL"	"Model.05a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3299.06	10	6618.348	6618.12	0.9996233	0.3148025	NA	"./Results/Model_Fits/HEI_PIGLModel.06a.txt"	"HEI"	"PIGL"	"Model.06a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3316.66	10	6653.547	6653.32	1.0016	0.289643	NA	"./Results/Model_Fits/HEI_PIGLModel.07a.txt"	"HEI"	"PIGL"	"Model.07a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3182.681	26	6418.834	6417.361	0.9975191	0.4600024	NA	"./Results/Model_Fits/HEI_PIGLModel.08a.txt"	"HEI"	"PIGL"	"Model.08a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3183.579	26	6420.631	6419.158	0.9956728	0.4587355	NA	"./Results/Model_Fits/HEI_PIGLModel.08b.txt"	"HEI"	"PIGL"	"Model.08b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3185.381	25	6422.124	6420.761	1.001661	0.4565856	NA	"./Results/Model_Fits/HEI_PIGLModel.08c.txt"	"HEI"	"PIGL"	"Model.08c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3347.994	11	6718.262	6717.989	1.00545	0.2427471	NA	"./Results/Model_Fits/HEI_PIGLModel.09a.txt"	"HEI"	"PIGL"	"Model.09a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3341.882	11	6706.037	6705.765	0.9971025	0.2523908	NA	"./Results/Model_Fits/HEI_PIGLModel.09b.txt"	"HEI"	"PIGL"	"Model.09b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3370.724	10	6761.675	6761.448	0.9953454	0.2068147	NA	"./Results/Model_Fits/HEI_PIGLModel.09c.txt"	"HEI"	"PIGL"	"Model.09c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3248.473	13	6523.322	6522.945	0.9972262	0.3818967	NA	"./Results/Model_Fits/HEI_PIGLModel.10a.txt"	"HEI"	"PIGL"	"Model.10a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3248.418	13	6523.213	6522.836	0.9993927	0.3819711	NA	"./Results/Model_Fits/HEI_PIGLModel.10b.txt"	"HEI"	"PIGL"	"Model.10b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3254.779	12	6533.882	6533.559	0.993219	0.3739201	NA	"./Results/Model_Fits/HEI_PIGLModel.10c.txt"	"HEI"	"PIGL"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3280.463	12	6585.25	6584.927	1.001512	0.3411047	NA	"./Results/Model_Fits/HEI_PIGLModel.11a.txt"	"HEI"	"PIGL"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3281.3	12	6586.923	6586.601	1.001454	0.3391265	NA	"./Results/Model_Fits/HEI_PIGLModel.11b.txt"	"HEI"	"PIGL"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3290.679	11	6603.631	6603.358	0.9961478	0.3265038	NA	"./Results/Model_Fits/HEI_PIGLModel.11c.txt"	"HEI"	"PIGL"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3184.247	27	6424.082	6422.493	0.997975	0.4580258	NA	"./Results/Model_Fits/HEI_PIGLModel.12a.txt"	"HEI"	"PIGL"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3184.659	27	6424.905	6423.317	0.998337	0.4574121	NA	"./Results/Model_Fits/HEI_PIGLModel.12b.txt"	"HEI"	"PIGL"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3185.748	25	6422.858	6421.496	1.00063	0.4562008	NA	"./Results/Model_Fits/HEI_PIGLModel.12c.txt"	"HEI"	"PIGL"	"Model.12c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3183.828	27	6423.245	6421.657	1.003838	0.4583556	NA	"./Results/Model_Fits/HEI_PIGLModel.13a.txt"	"HEI"	"PIGL"	"Model.13a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3182.766	27	6421.12	6419.532	1.002413	0.4594698	NA	"./Results/Model_Fits/HEI_PIGLModel.13b.txt"	"HEI"	"PIGL"	"Model.13b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3186.201	25	6423.765	6422.402	0.9995185	0.4556806	NA	"./Results/Model_Fits/HEI_PIGLModel.13c.txt"	"HEI"	"PIGL"	"Model.13c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3280.448	27	6616.484	6614.895	0.988284	0.3403656	NA	"./Results/Model_Fits/HEI_PIGLModel.14a.txt"	"HEI"	"PIGL"	"Model.14a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3183.648	27	6422.884	6421.296	0.9977764	0.4593439	NA	"./Results/Model_Fits/HEI_PIGLModel.14b.txt"	"HEI"	"PIGL"	"Model.14b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-3184.639	25	6420.64	6419.277	1.000121	0.4576349	NA	"./Results/Model_Fits/HEI_PIGLModel.14c.txt"	"HEI"	"PIGL"	"Model.14c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-1194.397	2	2392.846	2392.794	115.1988	-3.946055	NA	"./Results/Model_Fits/HEI_PIOMModel.01a.txt"	"HEI"	"PIOM"	"Model.01a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-875.9499	4	1760.074	1759.9	0.9253985	-0.3445993	NA	"./Results/Model_Fits/HEI_PIOMModel.02a.txt"	"HEI"	"PIOM"	"Model.02a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-811.2624	8	1639.162	1638.525	0.9405842	0.2315578	NA	"./Results/Model_Fits/HEI_PIOMModel.03a.txt"	"HEI"	"PIOM"	"Model.03a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-795.1858	9	1609.172	1608.372	0.9918796	0.3237647	NA	"./Results/Model_Fits/HEI_PIOMModel.04a.txt"	"HEI"	"PIOM"	"Model.04a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-773.714	10	1568.41	1567.428	1.003163	0.437014	NA	"./Results/Model_Fits/HEI_PIOMModel.05a.txt"	"HEI"	"PIOM"	"Model.05a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-785.6983	10	1592.379	1591.397	1.004982	0.3767849	NA	"./Results/Model_Fits/HEI_PIOMModel.06a.txt"	"HEI"	"PIOM"	"Model.06a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-782.234	10	1585.45	1584.468	0.9912981	0.3943889	NA	"./Results/Model_Fits/HEI_PIOMModel.07a.txt"	"HEI"	"PIOM"	"Model.07a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-770.7417	15	1573.675	1571.483	0.9895818	0.4507684	NA	"./Results/Model_Fits/HEI_PIOMModel.08a.txt"	"HEI"	"PIOM"	"Model.08a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-766.7361	15	1565.664	1563.472	0.9949672	0.4692499	NA	"./Results/Model_Fits/HEI_PIOMModel.08b.txt"	"HEI"	"PIOM"	"Model.08b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-774.6036	14	1579.116	1577.207	0.9822578	0.4333276	NA	"./Results/Model_Fits/HEI_PIOMModel.08c.txt"	"HEI"	"PIOM"	"Model.08c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-805.3324	11	1633.849	1632.665	0.9955096	0.2631385	NA	"./Results/Model_Fits/HEI_PIOMModel.09a.txt"	"HEI"	"PIOM"	"Model.09a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-782.5277	11	1588.239	1587.055	0.9936481	0.3929935	NA	"./Results/Model_Fits/HEI_PIOMModel.09b.txt"	"HEI"	"PIOM"	"Model.09b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-787.743	10	1596.468	1595.486	0.974744	0.365304	NA	"./Results/Model_Fits/HEI_PIOMModel.09c.txt"	"HEI"	"PIOM"	"Model.09c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-775.8599	13	1579.367	1577.72	0.998905	0.4263117	NA	"./Results/Model_Fits/HEI_PIOMModel.10a.txt"	"HEI"	"PIOM"	"Model.10a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-776.3125	13	1580.272	1578.625	0.9862684	0.4266967	NA	"./Results/Model_Fits/HEI_PIOMModel.10b.txt"	"HEI"	"PIOM"	"Model.10b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-775.4222	12	1576.25	1574.844	0.9824765	0.4290646	NA	"./Results/Model_Fits/HEI_PIOMModel.10c.txt"	"HEI"	"PIOM"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-759.39	12	1544.185	1542.78	0.9890406	0.5034588	NA	"./Results/Model_Fits/HEI_PIOMModel.11a.txt"	"HEI"	"PIOM"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-757.1212	12	1539.648	1538.242	0.9982075	0.5109793	NA	"./Results/Model_Fits/HEI_PIOMModel.11b.txt"	"HEI"	"PIOM"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-766.5043	11	1556.192	1555.009	0.9915182	0.4702251	NA	"./Results/Model_Fits/HEI_PIOMModel.11c.txt"	"HEI"	"PIOM"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-762.9656	16	1560.427	1557.931	1.000014	0.4861918	NA	"./Results/Model_Fits/HEI_PIOMModel.12a.txt"	"HEI"	"PIOM"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-764.0141	16	1562.524	1560.028	0.9979719	0.4817405	NA	"./Results/Model_Fits/HEI_PIOMModel.12b.txt"	"HEI"	"PIOM"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-774.8932	14	1579.696	1577.786	0.981521	0.4318195	NA	"./Results/Model_Fits/HEI_PIOMModel.12c.txt"	"HEI"	"PIOM"	"Model.12c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-771.1979	16	1576.891	1574.396	1.009122	0.4486841	NA	"./Results/Model_Fits/HEI_PIOMModel.13a.txt"	"HEI"	"PIOM"	"Model.13a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-768.2275	16	1570.95	1568.455	1.003289	0.4629643	NA	"./Results/Model_Fits/HEI_PIOMModel.13b.txt"	"HEI"	"PIOM"	"Model.13b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-774.8364	14	1579.582	1577.673	0.9945969	0.4316913	NA	"./Results/Model_Fits/HEI_PIOMModel.13c.txt"	"HEI"	"PIOM"	"Model.13c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-764.4928	16	1563.481	1560.986	1.002701	0.4799422	NA	"./Results/Model_Fits/HEI_PIOMModel.14a.txt"	"HEI"	"PIOM"	"Model.14a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-762.9928	16	1560.481	1557.986	0.9954218	0.486238	NA	"./Results/Model_Fits/HEI_PIOMModel.14b.txt"	"HEI"	"PIOM"	"Model.14b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-774.5051	14	1578.919	1577.01	0.9934926	0.4333663	NA	"./Results/Model_Fits/HEI_PIOMModel.14c.txt"	"HEI"	"PIOM"	"Model.14c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-3998.316	2	8000.648	8000.632	500.0323	-2.487906	NA	"./Results/Model_Fits/HEI_PIREModel.01a.txt"	"HEI"	"PIRE"	"Model.01a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2917.826	4	5843.706	5843.652	0.9767116	-0.1441406	NA	"./Results/Model_Fits/HEI_PIREModel.02a.txt"	"HEI"	"PIRE"	"Model.02a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2837.236	8	5690.669	5690.473	0.9987028	0.03067217	NA	"./Results/Model_Fits/HEI_PIREModel.03a.txt"	"HEI"	"PIRE"	"Model.03a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2837.176	9	5692.597	5692.351	1.001482	0.03080413	NA	"./Results/Model_Fits/HEI_PIREModel.04a.txt"	"HEI"	"PIRE"	"Model.04a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2870.946	10	5762.193	5761.892	0.982057	-0.04244989	NA	"./Results/Model_Fits/HEI_PIREModel.05a.txt"	"HEI"	"PIRE"	"Model.05a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2834.64	10	5689.581	5689.281	1.000003	0.0363035	NA	"./Results/Model_Fits/HEI_PIREModel.06a.txt"	"HEI"	"PIRE"	"Model.06a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2799.742	10	5619.785	5619.484	0.9928255	0.1120035	NA	"./Results/Model_Fits/HEI_PIREModel.07a.txt"	"HEI"	"PIRE"	"Model.07a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2678.839	23	5405.216	5403.678	0.9924175	0.3566342	NA	"./Results/Model_Fits/HEI_PIREModel.08a.txt"	"HEI"	"PIRE"	"Model.08a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2679.387	23	5406.311	5404.773	0.9998041	0.3548199	NA	"./Results/Model_Fits/HEI_PIREModel.08b.txt"	"HEI"	"PIRE"	"Model.08b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2676.943	22	5399.293	5397.885	0.9939154	0.3593017	NA	"./Results/Model_Fits/HEI_PIREModel.08c.txt"	"HEI"	"PIRE"	"Model.08c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2837.656	11	5697.675	5697.313	0.9988048	0.02976131	NA	"./Results/Model_Fits/HEI_PIREModel.09a.txt"	"HEI"	"PIRE"	"Model.09a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2837.62	11	5697.601	5697.24	1.001753	0.02984043	NA	"./Results/Model_Fits/HEI_PIREModel.09b.txt"	"HEI"	"PIRE"	"Model.09b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2851.685	10	5723.67	5723.369	0.9878275	-0.0006687409	NA	"./Results/Model_Fits/HEI_PIREModel.09c.txt"	"HEI"	"PIRE"	"Model.09c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2732.511	13	5491.522	5491.022	0.9970617	0.2556173	NA	"./Results/Model_Fits/HEI_PIREModel.10a.txt"	"HEI"	"PIRE"	"Model.10a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2726.614	13	5479.727	5479.227	0.9936761	0.267584	NA	"./Results/Model_Fits/HEI_PIREModel.10b.txt"	"HEI"	"PIRE"	"Model.10b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2729.418	12	5483.264	5482.836	0.9990328	0.2620414	NA	"./Results/Model_Fits/HEI_PIREModel.10c.txt"	"HEI"	"PIRE"	"Model.10c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2713.264	12	5450.955	5450.527	0.9967812	0.2931492	NA	"./Results/Model_Fits/HEI_PIREModel.11a.txt"	"HEI"	"PIRE"	"Model.11a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2713.336	12	5451.099	5450.671	1.000081	0.2929708	NA	"./Results/Model_Fits/HEI_PIREModel.11b.txt"	"HEI"	"PIRE"	"Model.11b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2721.844	11	5466.049	5465.688	0.9965103	0.277723	NA	"./Results/Model_Fits/HEI_PIREModel.11c.txt"	"HEI"	"PIRE"	"Model.11c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2679.152	24	5407.977	5406.303	0.9968082	0.3569765	NA	"./Results/Model_Fits/HEI_PIREModel.12a.txt"	"HEI"	"PIRE"	"Model.12a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2684.212	24	5418.099	5416.425	1.00553	0.3469868	NA	"./Results/Model_Fits/HEI_PIREModel.12b.txt"	"HEI"	"PIRE"	"Model.12b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2681.243	22	5407.894	5406.487	1.000632	0.3517101	NA	"./Results/Model_Fits/HEI_PIREModel.12c.txt"	"HEI"	"PIRE"	"Model.12c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2677.292	24	5404.259	5402.585	0.9979522	0.3586851	NA	"./Results/Model_Fits/HEI_PIREModel.13a.txt"	"HEI"	"PIRE"	"Model.13a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2677.815	24	5405.304	5403.63	1.003969	0.3582085	NA	"./Results/Model_Fits/HEI_PIREModel.13b.txt"	"HEI"	"PIRE"	"Model.13b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2680.575	22	5406.557	5405.15	0.9994803	0.3534241	NA	"./Results/Model_Fits/HEI_PIREModel.13c.txt"	"HEI"	"PIRE"	"Model.13c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2678.174	24	5406.021	5404.348	1.00362	0.3573097	NA	"./Results/Model_Fits/HEI_PIREModel.14a.txt"	"HEI"	"PIRE"	"Model.14a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2676.942	24	5403.558	5401.884	1.002106	0.3590998	NA	"./Results/Model_Fits/HEI_PIREModel.14b.txt"	"HEI"	"PIRE"	"Model.14b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2677.983	22	5401.374	5399.966	1.002094	0.3572814	NA	"./Results/Model_Fits/HEI_PIREModel.14c.txt"	"HEI"	"PIRE"	"Model.14c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-4971.85	2	9947.716	9947.699	348.8504	-9.407772	NA	"./Results/Model_Fits/HEI_PIRUModel.01a.txt"	"HEI"	"PIRU"	"Model.01a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2637.372	4	5282.8	5282.744	0.9747298	-0.210373	NA	"./Results/Model_Fits/HEI_PIRUModel.02a.txt"	"HEI"	"PIRU"	"Model.02a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2558.925	8	5134.051	5133.85	0.9999364	0.02515576	NA	"./Results/Model_Fits/HEI_PIRUModel.03a.txt"	"HEI"	"PIRU"	"Model.03a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2558.929	9	5136.11	5135.858	1.000433	0.02514506	NA	"./Results/Model_Fits/HEI_PIRUModel.04a.txt"	"HEI"	"PIRU"	"Model.04a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2489.096	10	4998.501	4998.192	0.9963232	0.195962	NA	"./Results/Model_Fits/HEI_PIRUModel.05a.txt"	"HEI"	"PIRU"	"Model.05a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2453.376	10	4927.059	4926.751	1.001975	0.2715178	NA	"./Results/Model_Fits/HEI_PIRUModel.06a.txt"	"HEI"	"PIRU"	"Model.06a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2446.891	10	4914.089	4913.781	0.9965303	0.284361	NA	"./Results/Model_Fits/HEI_PIRUModel.07a.txt"	"HEI"	"PIRU"	"Model.07a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2393.216	24	4836.146	4834.432	0.9999945	0.3831991	NA	"./Results/Model_Fits/HEI_PIRUModel.08a.txt"	"HEI"	"PIRU"	"Model.08a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2389.118	24	4827.95	4826.236	0.9991573	0.3901042	NA	"./Results/Model_Fits/HEI_PIRUModel.08b.txt"	"HEI"	"PIRU"	"Model.08b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2408.295	23	4864.164	4862.59	0.9966753	0.3566179	NA	"./Results/Model_Fits/HEI_PIRUModel.08c.txt"	"HEI"	"PIRU"	"Model.08c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2461.623	11	4945.616	4945.246	1.004285	0.255049	NA	"./Results/Model_Fits/HEI_PIRUModel.09a.txt"	"HEI"	"PIRU"	"Model.09a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2460.115	11	4942.6	4942.229	0.9998257	0.2577517	NA	"./Results/Model_Fits/HEI_PIRUModel.09b.txt"	"HEI"	"PIRU"	"Model.09b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2488.216	10	4996.74	4996.432	0.9905393	0.1979122	NA	"./Results/Model_Fits/HEI_PIRUModel.09c.txt"	"HEI"	"PIRU"	"Model.09c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2457.894	13	4942.299	4941.787	0.9923773	0.2624315	NA	"./Results/Model_Fits/HEI_PIRUModel.10a.txt"	"HEI"	"PIRU"	"Model.10a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2457.872	13	4942.256	4941.744	0.997241	0.2628876	NA	"./Results/Model_Fits/HEI_PIRUModel.10b.txt"	"HEI"	"PIRU"	"Model.10b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2478.645	12	4981.728	4981.289	0.987856	0.2188205	NA	"./Results/Model_Fits/HEI_PIRUModel.10c.txt"	"HEI"	"PIRU"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2417.846	12	4860.131	4859.692	1.005024	0.3394353	NA	"./Results/Model_Fits/HEI_PIRUModel.11a.txt"	"HEI"	"PIRU"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2417.328	12	4859.095	4858.657	0.9989313	0.3404167	NA	"./Results/Model_Fits/HEI_PIRUModel.11b.txt"	"HEI"	"PIRU"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2445.103	11	4912.577	4912.206	0.9894085	0.2879435	NA	"./Results/Model_Fits/HEI_PIRUModel.11c.txt"	"HEI"	"PIRU"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2391.749	25	4835.357	4833.497	1.003547	0.3857499	NA	"./Results/Model_Fits/HEI_PIRUModel.12a.txt"	"HEI"	"PIRU"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2394.636	25	4841.132	4839.272	1.005519	0.3814983	NA	"./Results/Model_Fits/HEI_PIRUModel.12b.txt"	"HEI"	"PIRU"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
